Date,Close
1993-01-29,24.175384521484375
1993-02-01,24.347326278686523
1993-02-02,24.398902893066406
1993-02-03,24.65682029724121
1993-02-04,24.759992599487305
1993-02-05,24.74278450012207
1993-02-08,24.74278450012207
1993-02-09,24.570852279663086
1993-02-10,24.605249404907227
1993-02-11,24.72559928894043
1993-02-12,24.536479949951172
1993-02-16,23.9174747467041
1993-02-17,23.90026092529297
1993-02-18,23.88307762145996
1993-02-19,23.969051361083984
1993-02-22,24.055009841918945
1993-02-23,24.037826538085938
1993-02-24,24.347326278686523
1993-02-25,24.398902893066406
1993-02-26,24.43328285217285
1993-03-01,24.36452865600586
1993-03-02,24.72559928894043
1993-03-03,24.828771591186523
1993-03-04,24.691211700439453
1993-03-05,24.6224422454834
1993-03-08,25.17266082763672
1993-03-09,25.086685180664062
1993-03-10,25.138280868530273
1993-03-11,25.069501876831055
1993-03-12,24.811561584472656
1993-03-15,24.931943893432617
1993-03-16,24.931943893432617
1993-03-17,24.777202606201172
1993-03-18,24.931943893432617
1993-03-19,24.894214630126953
1993-03-22,24.75600814819336
1993-03-23,24.807830810546875
1993-03-24,24.807830810546875
1993-03-25,24.963314056396484
1993-03-26,24.82511329650879
1993-03-29,24.92874526977539
1993-03-30,24.997861862182617
1993-03-31,24.98058319091797
1993-04-01,24.894214630126953
1993-04-02,24.375934600830078
1993-04-05,24.496858596801758
1993-04-06,24.427770614624023
1993-04-07,24.514131546020508
1993-04-08,24.479589462280273
1993-04-12,24.82511329650879
1993-04-13,24.876930236816406
1993-04-14,24.842370986938477
1993-04-15,24.842370986938477
1993-04-16,24.842370986938477
1993-04-19,24.738727569580078
1993-04-20,24.617809295654297
1993-04-21,24.600513458251953
1993-04-22,24.289562225341797
1993-04-23,24.185903549194336
1993-04-26,23.995874404907227
1993-04-27,24.25499725341797
1993-04-28,24.20318603515625
1993-04-29,24.306833267211914
1993-04-30,24.341384887695312
1993-05-03,24.496858596801758
1993-05-04,24.583236694335938
1993-05-05,24.652359008789062
1993-05-06,24.565967559814453
1993-05-07,24.514131546020508
1993-05-10,24.565967559814453
1993-05-11,24.669620513916016
1993-05-12,24.635068893432617
1993-05-13,24.341384887695312
1993-05-14,24.32411766052246
1993-05-17,24.41046905517578
1993-05-18,24.393199920654297
1993-05-19,24.894214630126953
1993-05-20,24.963314056396484
1993-05-21,24.738727569580078
1993-05-24,24.842370986938477
1993-05-25,24.894214630126953
1993-05-26,25.20516586303711
1993-05-27,25.118799209594727
1993-05-28,24.997861862182617
1993-06-01,25.23971939086914
1993-06-02,25.20516586303711
1993-06-03,25.118799209594727
1993-06-04,25.032398223876953
1993-06-07,24.946033477783203
1993-06-08,24.72144889831543
1993-06-09,24.807830810546875
1993-06-10,24.82511329650879
1993-06-11,24.92874526977539
1993-06-14,24.894214630126953
1993-06-15,24.842370986938477
1993-06-16,24.894214630126953
1993-06-17,24.98058319091797
1993-06-18,24.774856567382812
1993-06-21,24.827070236206055
1993-06-22,24.84446144104004
1993-06-23,24.6182918548584
1993-06-24,24.9488525390625
1993-06-25,24.931461334228516
1993-06-28,25.209810256958008
1993-06-29,25.088022232055664
1993-06-30,25.088022232055664
1993-07-01,25.01844596862793
1993-07-02,24.879262924194336
1993-07-06,24.6182918548584
1993-07-07,24.68787956237793
1993-07-08,24.966257095336914
1993-07-09,25.03583526611328
1993-07-12,25.01844596862793
1993-07-13,25.00105094909668
1993-07-14,25.088022232055664
1993-07-15,24.9836483001709
1993-07-16,24.914058685302734
1993-07-19,24.89665412902832
1993-07-20,24.966257095336914
1993-07-21,24.9488525390625
1993-07-22,24.774856567382812
1993-07-23,24.89665412902832
1993-07-26,25.03583526611328
1993-07-27,25.01844596862793
1993-07-28,24.966257095336914
1993-07-29,25.105424880981445
1993-07-30,24.966257095336914
1993-08-02,25.03583526611328
1993-08-03,25.053234100341797
1993-08-04,25.053234100341797
1993-08-05,25.00105094909668
1993-08-06,25.03583526611328
1993-08-09,25.175025939941406
1993-08-10,25.157625198364258
1993-08-11,25.157625198364258
1993-08-12,25.088022232055664
1993-08-13,25.12282371520996
1993-08-16,25.262014389038086
1993-08-17,25.349008560180664
1993-08-18,25.48819351196289
1993-08-19,25.48819351196289
1993-08-20,25.505582809448242
1993-08-23,25.453393936157227
1993-08-24,25.731761932373047
1993-08-25,25.749155044555664
1993-08-26,25.766557693481445
1993-08-27,25.749155044555664
1993-08-30,25.853540420532227
1993-08-31,25.923145294189453
1993-09-01,25.888343811035156
1993-09-02,25.80134391784668
1993-09-03,25.81875991821289
1993-09-07,25.644775390625
1993-09-08,25.557775497436523
1993-09-09,25.609970092773438
1993-09-10,25.836162567138672
1993-09-13,25.853540420532227
1993-09-14,25.749155044555664
1993-09-15,25.81875991821289
1993-09-16,25.714374542236328
1993-09-17,25.664514541625977
1993-09-20,25.45443344116211
1993-09-21,25.366880416870117
1993-09-22,25.57697296142578
1993-09-23,25.717025756835938
1993-09-24,25.647005081176758
1993-09-27,25.927104949951172
1993-09-28,25.87459373474121
1993-09-29,25.787044525146484
1993-09-30,25.734535217285156
1993-10-01,25.85707664489746
1993-10-04,25.892091751098633
