Date,Open,High,Low,Close,Volume
1981-12-31,0.7394004814497387,0.7493348449241114,0.7294661179753661,0.7436580657958984,109600
1982-01-04,0.7408194697820224,0.7408194697820224,0.7379810810089111,0.7379810810089111,80800
1982-01-05,0.7294658438961497,0.7379810093891008,0.7181122899055481,0.7181122899055481,138400
1982-01-06,0.7067583478414095,0.718111895597898,0.695404800084921,0.7010815739631653,151600
1982-01-07,0.6982439926692419,0.7010823828833445,0.6925672122410366,0.6954056024551392,96800
1982-01-08,0.7010817673148179,0.7039201550367402,0.6954049918709732,0.6982433795928955,258800
1982-01-11,0.6897283198943198,0.6982434843374595,0.6783747673034668,0.6783747673034668,160000
1982-01-12,0.6641827371499058,0.6783746759778952,0.6471524105563184,0.6613443493843079,249200
1982-01-13,0.6556677529384995,0.6641829185610775,0.6471525873159216,0.649990975856781,227200
1982-01-14,0.6528294682502747,0.6585062462350596,0.6471526902654896,0.6528294682502747,52800
1982-01-15,0.658505916595459,0.6641826917385233,0.6528291414523947,0.658505916595459,75200
1982-01-18,0.6528292143397394,0.6585059901166067,0.6443140506744385,0.6443140506744385,243200
1982-01-19,0.6613443348652277,0.6670211102717961,0.6556675594586592,0.664182722568512,395600
1982-01-20,0.6812129785985123,0.695404915652648,0.6641826541335495,0.6897281408309937,548000
1982-01-21,0.7039201855659485,0.7095969612559964,0.6954050220308765,0.7039201855659485,395600
1982-01-22,0.7010815739631653,0.7039199609022874,0.6982431870240431,0.7010815739631653,341600
1982-01-25,0.6982431870240431,0.7010815739631653,0.6925664131457988,0.7010815739631653,253600
1982-01-26,0.703920773097447,0.7095975535256522,0.6954056024551392,0.6954056024551392,262800
1982-01-27,0.6897284857928753,0.695405263453722,0.6812133193016052,0.6812133193016052,349600
1982-01-28,0.6840517081320285,0.6897284857928753,0.6783749304711818,0.6812133193016052,154000
1982-01-29,0.7010817098617553,0.7124352598190308,0.6868897724151611,0.7095968723297119,309600
1982-02-01,0.7010820984351831,0.7067588765601643,0.6925669312477112,0.6925669312477112,272000
1982-02-02,0.6925669312477112,0.6982437093726924,0.6840517640602394,0.6925669312477112,140400
1982-02-03,0.6954052317733608,0.703920397876708,0.6868900656700134,0.6868900656700134,142000
1982-02-04,0.6897284543711293,0.692566843072245,0.6840516769688977,0.6868900656700134,93600
1982-02-05,0.7095970213413239,0.7181121855974197,0.6982434689998627,0.7152737975120544,149600
1982-02-08,0.7266276802603654,0.7323044590123995,0.7181125121323142,0.7209509015083313,177200
1982-02-09,0.7266274690628052,0.7294658576138318,0.7237890805117786,0.7266274690628052,108400
1982-02-10,0.7323044590123995,0.7408196271404507,0.7209509015083313,0.7209509015083313,299200
1982-02-11,0.7237892908843483,0.7237892908843483,0.7209509015083313,0.7209509015083313,138800
1982-02-12,0.7209509015083313,0.7237892908843483,0.7181125121323142,0.7209509015083313,42400
1982-02-16,0.7098003029823303,0.7126739884195058,0.706926617545155,0.7098003029823303,258400
1982-02-17,0.7098008655622358,0.7155482409918895,0.7011798024177551,0.7011798024177551,221200
1982-02-18,0.6983061122500207,0.7040534876594858,0.6896850491358228,0.6954324245452881,101200
1982-02-19,0.68681144538308,0.6925588214950723,0.6810640692710876,0.6810640692710876,254400
1982-02-22,0.6896848037463276,0.6954321771108803,0.6839374303817749,0.6839374303817749,174800
1982-02-23,0.6724427342414856,0.6810637949368893,0.660947986647614,0.6724427342414856,281200
1982-02-24,0.6666957434121664,0.6724431205105472,0.6609483663137857,0.6638220548629761,208000
1982-02-25,0.6638218449509663,0.6666955325914466,0.6609481573104858,0.6609481573104858,405200
1982-02-26,0.6638217534560824,0.666695440700481,0.6580743789672852,0.6580743789672852,72000
1982-03-01,0.6638221442699432,0.6695695221424103,0.6552010774612427,0.6552010774612427,287200
1982-03-02,0.6609484553337097,0.6638221442699432,0.6552010774612427,0.6552010774612427,124400
1982-03-03,0.6523268497095699,0.6523268497095699,0.6494531631469727,0.6494531631469727,262800
1982-03-04,0.646579740026072,0.6523271154929704,0.6408323645591736,0.6408323645591736,157600
1982-03-05,0.6379585546605727,0.6437059290268842,0.6322111802942613,0.635084867477417,179200
1982-03-08,0.6006005848225077,0.6207163938835486,0.5776110887527466,0.5776110887527466,782800
1982-03-09,0.5919798912057554,0.6063483351670602,0.5776114472444507,0.5948535799980164,776400
1982-03-10,0.620716633053001,0.6350850736329315,0.6063481924730704,0.6264640092849731,308000
1982-03-11,0.6264639745855556,0.6379587264128135,0.6120955348014832,0.6120955348014832,330800
1982-03-12,0.6063480661028907,0.6092217536199661,0.6006006910687401,0.6034743785858154,127200
1982-03-15,0.6063481875748005,0.609221875667572,0.6034744994820289,0.609221875667572,90400
1982-03-16,0.6178428246467202,0.6293375748727057,0.6063480744207347,0.6207165122032166,618800
1982-03-17,0.6207165432415799,0.6264639186419649,0.6149691678411949,0.6235902309417725,107200
1982-03-18,0.6264639186419649,0.6293376063421574,0.6207165432415799,0.6235902309417725,57200
1982-03-19,0.6264639186419649,0.6293376063421574,0.6235902309417725,0.6235902309417725,84400
1982-03-22,0.6408321034591811,0.6523268497095699,0.6264636706461949,0.6494531631469727,164000
1982-03-23,0.6465796162100399,0.6552006777595071,0.635084867477417,0.635084867477417,168400
1982-03-24,0.6379590039903468,0.646580071611838,0.6293379363688556,0.6322116255760193,237600
1982-03-25,0.6350848988906758,0.6379585862159729,0.6322112115653785,0.6379585862159729,216000
1982-03-26,0.6379585546605727,0.6408322418437284,0.635084867477417,0.635084867477417,121600
1982-03-29,0.6379590039903468,0.6408326931975105,0.6322116255760193,0.6322116255760193,52400
1982-03-30,0.6322113855169453,0.6350850736329315,0.6264640092849731,0.6264640092849731,319200
1982-03-31,0.6120954382304962,0.626463875747644,0.5977270007133484,0.5977270007133484,320800
1982-04-01,0.60922179244081,0.6235902309417725,0.5948533539398474,0.6235902309417725,218800
1982-04-02,0.6379586768257244,0.6408323645591736,0.6350849890922751,0.6408323645591736,246400
1982-04-05,0.6408323645591736,0.6437060522926228,0.6350849890922751,0.6408323645591736,410000
1982-04-06,0.6379585546605727,0.6408322418437284,0.6322111802942613,0.635084867477417,178800
1982-04-07,0.6322116255760193,0.6350853147831831,0.6293379363688556,0.6322116255760193,83600
1982-04-08,0.623590199759713,0.6293375748727057,0.6178428246467202,0.6207165122032166,164000
1982-04-12,0.6120955348014832,0.6207165986719266,0.6034744709310398,0.6120955348014832,212400
1982-04-13,0.6207164808761242,0.6264638556990513,0.6149691060531971,0.6178427934646606,404400
1982-04-14,0.6235902309417725,0.6264639186419649,0.6207165432415799,0.6235902309417725,65200
1982-04-15,0.6293378472328186,0.6322115360329684,0.6235904696325189,0.6293378472328186,219200
1982-04-16,0.6264640092849731,0.6293376974009592,0.623590321168987,0.6264640092849731,575200
1982-04-19,0.6322116255760193,0.6350853147831831,0.6264642471616919,0.6322116255760193,898400
1982-04-20,0.6437057900217782,0.6552005362721671,0.6322110437713894,0.6494531631469727,666400
1982-04-21,0.6638218449509663,0.6781902831533682,0.646579719108084,0.6609481573104858,321600
1982-04-22,0.6724425285420519,0.6839372726196938,0.6580740984449995,0.6753162145614624,471200
1982-04-23,0.6868113614310903,0.6983061122500207,0.6724429229074274,0.6954324245452881,490400
1982-04-26,0.7069271544376051,0.7155482172966003,0.69830609157861,0.7155482172966003,366400
1982-04-27,0.7241692854010541,0.7270429730415344,0.7184219101200934,0.7270429730415344,494800
1982-04-28,0.7327902565399805,0.7414113183816273,0.7212955074177847,0.7241691946983337,573600
1982-04-29,0.7155476738566812,0.721295044731032,0.7098003029823303,0.7098003029823303,323200
1982-04-30,0.709800573606645,0.7126742601394653,0.7069268870738245,0.7126742601394653,163200
1982-05-03,0.7098003029823303,0.7126739884195058,0.7040529321079795,0.7098003029823303,137200
1982-05-04,0.7241692854010541,0.7356640359629756,0.7098008471986522,0.7270429730415344,183200
1982-05-05,0.7385376377496868,0.7471586996689439,0.7270428885240108,0.7356639504432678,551200
1982-05-06,0.7471590051214203,0.7586537590463652,0.7356642511964754,0.7529063820838928,432800
1982-05-07,0.773021734374411,0.7816427946090698,0.7615269873948658,0.7816427946090698,802400
1982-05-10,0.7758958033912686,0.7816431797126855,0.7701484270698519,0.7730221152305603,1247200
1982-05-11,0.7733708935887066,0.7820931217118875,0.7617412560911321,0.7791857123374939,540000
1982-05-12,0.7733707098346768,0.7791855272018549,0.7646484837839098,0.7675558924674988,216000
1982-05-13,0.767556099491265,0.7704635089590349,0.7617412805557251,0.7617412805557251,167200
1982-05-14,0.7617412947146829,0.7646487042364947,0.7588338851928711,0.7588338851928711,110800
1982-05-17,0.7472045886234975,0.7559268211755227,0.735574945220797,0.7384823560714722,153600
1982-05-18,0.7297597069740296,0.7355745253562928,0.7239448885917664,0.726852297782898,148400
1982-05-19,0.7239450360498121,0.7268524458331447,0.7181302164831469,0.7210376262664795,121200
1982-05-20,0.7239448885917664,0.726852297782898,0.7181300702095033,0.726852297782898,108800
1982-05-21,0.7239447832107544,0.7326670095144984,0.7152225569070103,0.7239447832107544,179200
1982-05-24,0.7210370422857493,0.7268518571428924,0.7152222274286061,0.7181296348571777,125600
1982-05-25,0.7210377755203867,0.7268525962907124,0.715222954750061,0.715222954750061,214800
1982-05-26,0.700685420957934,0.7094076461150867,0.6919631958007812,0.6919631958007812,394800
1982-05-27,0.6803339108176854,0.6919635503188424,0.6687042713165283,0.6687042713165283,390000
1982-05-28,0.6687042404685104,0.6745190599508453,0.6628894209861755,0.6628894209861755,459200
1982-06-01,0.6657968614412391,0.6687042713165283,0.6599820416906605,0.6687042713165283,567600
1982-06-02,0.6745187044143677,0.6774261126230503,0.6687038879970024,0.6745187044143677,371200
1982-06-03,0.6774261126230503,0.6832409290404154,0.671611296205685,0.6745187044143677,331200
1982-06-04,0.6745190910671068,0.6803339108176854,0.6687042713165283,0.6687042713165283,218800
1982-06-07,0.6687038879970024,0.6745187044143677,0.6628890715796372,0.6745187044143677,259200
1982-06-08,0.6745190764918472,0.6745190764918472,0.6716116666793823,0.6716116666793823,474800
1982-06-09,0.6716116811918176,0.6716116811918176,0.6687042713165283,0.6687042713165283,62800
1982-06-10,0.6716114607491718,0.677426278591156,0.6657966429071877,0.677426278591156,62000
1982-06-11,0.6948706376055876,0.7035928631822268,0.6861484120289485,0.697778046131134,499600
1982-06-14,0.6890562325716019,0.6919636428356171,0.6861488223075867,0.6861488223075867,219200
1982-06-15,0.6832407712936401,0.6890555863684796,0.674518548681381,0.6832407712936401,152000
1982-06-16,0.6890557874150637,0.6948706041864988,0.680333562257911,0.6919631958007812,234400
1982-06-17,0.6890557874150637,0.6919631958007812,0.6861483790293461,0.6919631958007812,120000
1982-06-18,0.6919631958007812,0.6948706041864988,0.6890557874150637,0.6919631958007812,210800
1982-06-21,0.6890559196472168,0.691963328590876,0.6861485107035576,0.6890559196472168,84800
1982-06-22,0.6919634202534185,0.6948708295822144,0.6890560109246227,0.6948708295822144,199600
1982-06-23,0.7006857991218567,0.7035932090767192,0.6948709792121318,0.7006857991218567,248400
1982-06-24,0.7035928631822268,0.7065002717077732,0.697778046131134,0.697778046131134,338400
1982-06-25,0.7035928964614868,0.7035928964614868,0.7006854877984228,0.7035928964614868,125200
1982-06-28,0.7210375108416118,0.7384819667490702,0.7035930549341535,0.7326671481132507,404800
1982-06-29,0.7413895130157471,0.7472043327256745,0.7355746933058197,0.7413895130157471,300400
1982-06-30,0.7355745574311605,0.7472041947027993,0.7239449201595216,0.7326671481132507,530800
1982-07-01,0.7297598556164773,0.7355746751831423,0.7210376262664795,0.7210376262664795,172400
1982-07-02,0.7152229698336854,0.7239452011731206,0.7035933280477719,0.712315559387207,204000
1982-07-06,0.7152228066998143,0.7210376262664795,0.7094079871331492,0.7210376262664795,122000
1982-07-07,0.735574631576994,0.7472042700208991,0.723944993133089,0.7297598123550415,433600
1982-07-08,0.7239447304382626,0.7355743646621704,0.7094076876583778,0.7355743646621704,366000
1982-07-09,0.7472041569161139,0.7559263844287533,0.7384819294034743,0.7530189752578735,582800
1982-07-12,0.7762782615489185,0.7879078984260559,0.7675560338910655,0.7879078984260559,582400
1982-07-13,0.7850002646446228,0.7908150814197681,0.7791854478694774,0.7850002646446228,402000
1982-07-14,0.7791854478694774,0.7850002646446228,0.773370631094332,0.7850002646446228,230800
1982-07-15,0.7966298981949135,0.8082595317452042,0.7850002646446228,0.7850002646446228,827600
1982-07-16,0.7879080033915885,0.7966302322114216,0.7791857745717554,0.7908154129981995,253600
1982-07-19,0.7850008466270532,0.7937230782562427,0.7762786149978638,0.7762786149978638,165200
1982-07-20,0.7850005937849774,0.7966302322114216,0.7733709553585333,0.7908154129981995,224800
1982-07-21,0.7908150814197681,0.7966298981949135,0.78209285625705,0.7850002646446228,257200
1982-07-22,0.78209285625705,0.7850002646446228,0.7762780394819048,0.7850002646446228,83600
1982-07-23,0.7820927500724792,0.7850001580653138,0.7791853420796447,0.7820927500724792,162000
1982-07-26,0.7820931217118875,0.7820931217118875,0.7791857123374939,0.7791857123374939,150800
1982-07-27,0.7879080033915885,0.7966302322114216,0.7791857745717554,0.7908154129981995,303200
1982-07-28,0.7879076730321954,0.7908150814197681,0.7850002646446228,0.7850002646446228,247600
1982-07-29,0.773370623588562,0.785000257025984,0.7617409901511399,0.773370623588562,147200
1982-07-30,0.7762786149978638,0.7820934360839901,0.7704637939117374,0.7762786149978638,109200
1982-08-02,0.7850009181203633,0.7966305613517761,0.7704638640810973,0.7966305613517761,486000
1982-08-03,0.7995372414588928,0.8053520577604121,0.7937224251573736,0.7995372414588928,271600
1982-08-04,0.7908150814197681,0.7937224898073408,0.7850002646446228,0.7850002646446228,213600
1982-08-05,0.7733709184268048,0.7850005562978847,0.7588338710879552,0.7617412805557251,219200
1982-08-06,0.7588336869727733,0.7646485044974689,0.75011146068573,0.75011146068573,123200
1982-08-09,0.7297597387953411,0.7384819667490702,0.7210375108416118,0.7326671481132507,154400
1982-08-10,0.7418520887534457,0.7477398037435523,0.7330205162682856,0.7389082312583923,112400
1982-08-11,0.7389084546566009,0.741852313041687,0.7359645962715149,0.7359645962715149,154800
1982-08-12,0.7389084395155849,0.7447961561651115,0.7330207228660583,0.7330207228660583,342400
1982-08-13,0.7330207228660583,0.7359645811908216,0.7300768645412951,0.7330207228660583,317200
1982-08-16,0.7418520887534457,0.7477398037435523,0.7330205162682856,0.7389082312583923,106400
1982-08-17,0.7771781823214362,0.8007290363311768,0.7506834715604782,0.8007290363311768,323600
1982-08-18,0.806616716031675,0.821335999170939,0.7918974328924108,0.7948412895202637,498400
1982-08-19,0.7977852493413762,0.8036729633586557,0.7889536783154569,0.7918975353240967,254000
1982-08-20,0.8036731513829007,0.8154485821723938,0.7889538628960344,0.8154485821723938,249600
1982-08-23,0.8419428411367778,0.8743252581035769,0.8095604241699786,0.871381402015686,1258400
1982-08-24,0.859606146812439,0.8772692868154343,0.8389991501422777,0.859606146812439,1136400
1982-08-25,0.8625501503204478,0.8743255789937645,0.8507747216471311,0.8537185788154602,1352800
1982-08-26,0.8743252581035769,0.8949322507188127,0.8507744094004502,0.871381402015686,1111200
1982-08-27,0.8654940074887769,0.8772694361620936,0.8537185788154603,0.8537185788154602,418000
1982-08-30,0.8596066095061221,0.868438184261322,0.8507750347509222,0.868438184261322,246800
1982-08-31,0.8861008620891634,0.8978762888278898,0.8743254353504369,0.8919885754585266,1597600
1982-09-01,0.8890447882811229,0.891988645195961,0.8831570744514465,0.8831570744514465,566400
1982-09-02,0.9067080550723605,0.9302589136456686,0.880213339177389,0.9273150563240051,728000
1982-09-03,0.9420341849327087,0.9596973259001971,0.9214271871373058,0.9420341849327087,933200
1982-09-07,0.9361466282889956,0.9449782002539862,0.9243711990023415,0.9273150563240051,757600
1982-09-08,0.9184838533401489,0.9302592873573303,0.9067084193229675,0.9067084193229675,378800
1982-09-09,0.9243710041046143,0.9361464309084947,0.9125955773007338,0.9243710041046143,280800
1982-09-10,0.9096512794494629,0.9184828452693605,0.9008197136295651,0.9096512794494629,351600
1982-09-13,0.9125949518802838,0.9214265159307382,0.9037633878298295,0.9184826612472534,493600
